"Time","Open price","High price","Low price","Close price","Volume"
"2021-07-08 10:00:00","429.45","429.46","428.99","429.03","393300"
"2021-07-08 10:01:00","429.03","429.11","428.59","428.71","285800"
"2021-07-08 10:02:00","428.71","428.71","428.39","428.55","387800"
"2021-07-08 10:03:00","428.54","429.01","428.49","428.94","354000"
"2021-07-08 10:04:00","428.94","429.17","428.93","429.13","251300"
"2021-07-08 10:05:00","429.14","429.19","428.83","429.11","322200"
"2021-07-08 10:06:00","429.11","429.17","428.93","428.97","195800"
"2021-07-08 10:07:00","428.98","429.11","428.84","428.97","243000"
"2021-07-08 10:08:00","428.99","429.16","428.82","429.13","145400"
"2021-07-08 10:09:00","429.12","429.13","428.64","428.64","206200"
"2021-07-08 10:10:00","428.65","429.03","428.48","428.89","258100"
"2021-07-08 10:11:00","428.87","429.12","428.85","428.93","170900"
"2021-07-08 10:12:00","428.92","429.07","428.89","428.9","139300"
"2021-07-08 10:13:00","428.91","429.0","428.84","428.9","149200"
"2021-07-08 10:14:00","428.91","429.04","428.68","428.69","120700"
"2021-07-08 10:15:00","428.71","428.86","428.43","428.52","189800"
"2021-07-08 10:16:00","428.53","428.63","428.43","428.47","184100"
"2021-07-08 10:17:00","428.46","428.62","428.46","428.47","145100"
"2021-07-08 10:18:00","428.47","428.52","428.22","428.29","180100"
"2021-07-08 10:19:00","428.29","428.39","428.15","428.16","167700"
"2021-07-08 10:20:00","428.17","428.17","427.87","427.92","284200"
"2021-07-08 10:21:00","427.91","428.06","427.7","427.7","246400"
"2021-07-08 10:22:00","427.69","427.83","427.52","427.72","314600"
"2021-07-08 10:23:00","427.73","427.77","427.61","427.71","244800"
"2021-07-08 10:24:00","427.7","427.87","427.59","427.86","203400"
"2021-07-08 10:25:00","427.86","428.13","427.83","428.13","288000"
"2021-07-08 10:26:00","428.14","428.22","427.8","427.81","283300"
"2021-07-08 10:27:00","427.81","427.98","427.63","427.98","204800"
"2021-07-08 10:28:00","427.97","428.63","427.97","428.61","432400"
"2021-07-08 10:29:00","428.62","428.97","428.59","428.96","399900"
"2021-07-08 10:30:00","428.97","429.17","428.8","428.91","397700"
"2021-07-08 10:31:00","428.92","429.17","428.76","429.06","217000"
"2021-07-08 10:32:00","429.06","429.18","428.6","428.65","335100"
"2021-07-08 10:33:00","428.66","428.8","428.37","428.4","259200"
"2021-07-08 10:34:00","428.4","428.48","428.31","428.45","263700"
"2021-07-08 10:35:00","428.46","428.68","428.14","428.5","468500"
"2021-07-08 10:36:00","428.5","428.6","428.15","428.26","302400"
"2021-07-08 10:37:00","428.24","428.55","428.12","428.19","250600"
"2021-07-08 10:38:00","428.17","428.33","427.91","428.16","318000"
"2021-07-08 10:39:00","428.18","428.29","428.0","428.29","161800"
"2021-07-08 10:40:00","428.29","428.47","427.86","428.08","302300"
"2021-07-08 10:41:00","428.06","428.24","427.9","428.08","175600"
"2021-07-08 10:42:00","428.06","428.59","427.98","428.53","328600"
"2021-07-08 10:43:00","428.53","428.87","428.52","428.69","293900"
"2021-07-08 10:44:00","428.69","428.96","428.68","428.86","178200"
"2021-07-08 10:45:00","428.86","429.04","428.78","428.91","196300"
"2021-07-08 10:46:00","428.9","428.9","428.5","428.55","156200"
"2021-07-08 10:47:00","428.54","428.62","428.4","428.43","156800"
"2021-07-08 10:48:00","428.42","428.57","428.21","428.34","203300"
"2021-07-08 10:49:00","428.32","428.36","428.16","428.25","130100"
"2021-07-08 10:50:00","428.26","428.36","428.1","428.21","113400"
"2021-07-08 10:51:00","428.2","428.5","428.2","428.34","137200"
"2021-07-08 10:52:00","428.33","428.72","428.32","428.6","171500"
"2021-07-08 10:53:00","428.59","428.85","428.55","428.72","114200"
"2021-07-08 10:54:00","428.72","428.95","428.66","428.81","164900"
"2021-07-08 10:55:00","428.82","428.83","428.52","428.54","124800"
"2021-07-08 10:56:00","428.52","428.79","428.51","428.6","96600"
"2021-07-08 10:57:00","428.6","428.82","428.56","428.56","86900"
"2021-07-08 10:58:00","428.57","428.57","428.2","428.24","225500"
"2021-07-08 10:59:00","428.23","428.24","428.06","428.14","190800"
"2021-07-08 11:00:00","428.15","428.36","428.06","428.17","260000"
"2021-07-08 11:01:00","428.16","428.26","427.98","428.23","232100"
"2021-07-08 11:02:00","428.23","428.54","428.22","428.39","242400"
"2021-07-08 11:03:00","428.39","428.51","428.23","428.24","148800"
"2021-07-08 11:04:00","428.25","428.38","428.16","428.38","112500"
"2021-07-08 11:05:00","428.39","428.78","428.39","428.57","250600"
"2021-07-08 11:06:00","428.56","428.96","428.55","428.9","194900"
"2021-07-08 11:07:00","428.93","429.14","428.85","429.14","211000"
"2021-07-08 11:08:00","429.15","429.17","428.98","429.07","142500"
"2021-07-08 11:09:00","429.07","429.42","429.07","429.33","167100"
"2021-07-08 11:10:00","429.34","429.45","429.28","429.39","129100"
"2021-07-08 11:11:00","429.39","429.48","429.3","429.48","137300"
"2021-07-08 11:12:00","429.47","429.5","429.41","429.43","146100"
"2021-07-08 11:13:00","429.44","429.5","429.36","429.47","110700"
"2021-07-08 11:14:00","429.47","429.5","429.4","429.4","105900"
"2021-07-08 11:15:00","429.4","429.48","429.08","429.09","192000"
"2021-07-08 11:16:00","429.09","429.32","429.07","429.3","106000"
"2021-07-08 11:17:00","429.3","429.38","429.22","429.37","96500"
"2021-07-08 11:18:00","429.39","429.7","429.37","429.67","233600"
"2021-07-08 11:19:00","429.68","429.79","429.61","429.67","253100"
"2021-07-08 11:20:00","429.67","429.74","429.55","429.65","157000"
"2021-07-08 11:21:00","429.66","429.85","429.59","429.72","208600"
"2021-07-08 11:22:00","429.73","429.87","429.63","429.85","76300"
"2021-07-08 11:23:00","429.86","429.95","429.82","429.93","161800"
"2021-07-08 11:24:00","429.92","429.94","429.82","429.82","84100"
"2021-07-08 11:25:00","429.82","429.9","429.74","429.82","90300"
"2021-07-08 11:26:00","429.82","429.94","429.78","429.92","146900"
"2021-07-08 11:27:00","429.92","429.94","429.88","429.93","92900"
"2021-07-08 11:28:00","429.93","430.0","429.9","429.99","211100"
"2021-07-08 11:29:00","430.0","430.01","429.89","429.9","179700"
"2021-07-08 11:30:00","429.9","430.0","429.8","429.9","116500"
"2021-07-08 11:31:00","429.9","430.08","429.68","429.7","312100"
"2021-07-08 11:32:00","429.71","429.73","429.53","429.54","135400"
"2021-07-08 11:33:00","429.55","429.66","429.53","429.55","118100"
"2021-07-08 11:34:00","429.54","429.84","429.54","429.84","88000"
"2021-07-08 11:35:00","429.84","429.88","429.61","429.7","102300"
"2021-07-08 11:36:00","429.7","429.76","429.65","429.67","74200"
"2021-07-08 11:37:00","429.67","429.74","429.58","429.7","78400"
"2021-07-08 11:38:00","429.72","430.08","429.72","430.07","172500"
"2021-07-08 11:39:00","430.08","430.4","430.06","430.37","227300"
"2021-07-08 11:40:00","430.35","430.51","430.27","430.49","219600"
"2021-07-08 11:41:00","430.51","430.54","430.35","430.38","145100"
"2021-07-08 11:42:00","430.39","430.54","430.35","430.49","122800"
"2021-07-08 11:43:00","430.47","430.49","430.37","430.39","141100"
"2021-07-08 11:44:00","430.4","430.51","430.39","430.45","87900"
"2021-07-08 11:45:00","430.46","430.59","430.45","430.59","129900"
"2021-07-08 11:46:00","430.59","430.67","430.53","430.62","142200"
"2021-07-08 11:47:00","430.62","430.82","430.59","430.75","199300"
"2021-07-08 11:48:00","430.75","430.84","430.74","430.83","113300"
"2021-07-08 11:49:00","430.83","430.91","430.8","430.86","135700"
"2021-07-08 11:50:00","430.86","431.0","430.83","431.0","132800"
"2021-07-08 11:51:00","431.0","431.1","430.98","431.04","255200"
"2021-07-08 11:52:00","431.04","431.05","430.96","430.96","131000"
"2021-07-08 11:53:00","430.96","430.98","430.69","430.7","181400"
"2021-07-08 11:54:00","430.69","430.91","430.66","430.91","96000"
"2021-07-08 11:55:00","430.92","430.92","430.79","430.8","72000"
"2021-07-08 11:56:00","430.8","430.96","430.8","430.96","69800"
"2021-07-08 11:57:00","430.95","430.96","430.83","430.87","74200"
"2021-07-08 11:58:00","430.87","430.9","430.71","430.78","99500"
"2021-07-08 11:59:00","430.77","430.93","430.74","430.93","118000"
"2021-07-08 12:00:00","430.91","431.02","430.86","431.02","101900"
"2021-07-08 12:01:00","431.02","431.03","430.88","430.91","85800"
"2021-07-08 12:02:00","430.91","431.23","430.91","431.22","200400"
"2021-07-08 12:03:00","431.21","431.25","431.07","431.13","146100"
"2021-07-08 12:04:00","431.13","431.13","430.97","431.05","121000"
"2021-07-08 12:05:00","431.05","431.13","431.0","431.13","84300"
"2021-07-08 12:06:00","431.13","431.21","431.1","431.16","51300"
"2021-07-08 12:07:00","431.16","431.17","431.07","431.12","84000"
"2021-07-08 12:08:00","431.12","431.16","431.07","431.09","78100"
"2021-07-08 12:09:00","431.08","431.21","431.06","431.2","41400"
"2021-07-08 12:10:00","431.19","431.2","430.95","430.99","150900"
"2021-07-08 12:11:00","430.98","431.03","430.87","430.89","139400"
"2021-07-08 12:12:00","430.9","430.99","430.85","430.87","222800"
"2021-07-08 12:13:00","430.87","430.91","430.76","430.8","134500"
"2021-07-08 12:14:00","430.81","430.88","430.76","430.77","101500"
"2021-07-08 12:15:00","430.77","431.03","430.77","431.01","86300"
"2021-07-08 12:16:00","431.02","431.03","430.92","430.93","90300"
"2021-07-08 12:17:00","430.94","430.96","430.72","430.74","116500"
"2021-07-08 12:18:00","430.73","430.88","430.71","430.8","92300"
"2021-07-08 12:19:00","430.8","430.89","430.77","430.87","57100"
"2021-07-08 12:20:00","430.87","430.89","430.76","430.84","50800"
"2021-07-08 12:21:00","430.85","430.94","430.81","430.88","61900"
"2021-07-08 12:22:00","430.89","430.95","430.81","430.81","80200"
"2021-07-08 12:23:00","430.82","430.93","430.8","430.93","46900"
"2021-07-08 12:24:00","430.93","430.95","430.64","430.67","107100"
"2021-07-08 12:25:00","430.68","430.76","430.67","430.75","65600"
"2021-07-08 12:26:00","430.76","430.9","430.74","430.89","88700"
"2021-07-08 12:27:00","430.89","430.98","430.85","430.97","59100"
"2021-07-08 12:28:00","430.97","431.06","430.9","431.06","93400"
"2021-07-08 12:29:00","431.06","431.2","431.03","431.11","153100"
"2021-07-08 12:30:00","431.1","431.2","431.08","431.14","69300"
"2021-07-08 12:31:00","431.16","431.38","431.15","431.37","181200"
"2021-07-08 12:32:00","431.37","431.63","431.33","431.58","182000"
"2021-07-08 12:33:00","431.59","431.6","431.42","431.42","208200"
"2021-07-08 12:34:00","431.41","431.43","431.34","431.38","55000"
"2021-07-08 12:35:00","431.39","431.42","431.25","431.25","69000"
"2021-07-08 12:36:00","431.26","431.3","431.18","431.3","65800"
"2021-07-08 12:37:00","431.31","431.38","431.29","431.33","95800"
"2021-07-08 12:38:00","431.33","431.48","431.31","431.46","53300"
"2021-07-08 12:39:00","431.45","431.49","431.39","431.43","51300"
"2021-07-08 12:40:00","431.42","431.48","431.31","431.32","83600"
"2021-07-08 12:41:00","431.32","431.39","431.24","431.37","119800"
"2021-07-08 12:42:00","431.37","431.43","431.33","431.39","88700"
"2021-07-08 12:43:00","431.4","431.47","431.37","431.47","84700"
"2021-07-08 12:44:00","431.46","431.58","431.44","431.55","77700"
"2021-07-08 12:45:00","431.55","431.58","431.41","431.42","82100"
"2021-07-08 12:46:00","431.42","431.52","431.39","431.42","79500"
"2021-07-08 12:47:00","431.43","431.48","431.38","431.44","63100"
"2021-07-08 12:48:00","431.44","431.51","431.41","431.49","64000"
"2021-07-08 12:49:00","431.49","431.53","431.45","431.52","36800"
"2021-07-08 12:50:00","431.52","431.55","431.46","431.5","57500"
"2021-07-08 12:51:00","431.5","431.5","431.38","431.44","63100"
"2021-07-08 12:52:00","431.44","431.62","431.42","431.62","79600"
"2021-07-08 12:53:00","431.62","431.65","431.44","431.49","111900"
"2021-07-08 12:54:00","431.48","431.63","431.46","431.62","54600"
"2021-07-08 12:55:00","431.62","431.73","431.58","431.64","122300"
"2021-07-08 12:56:00","431.64","431.73","431.63","431.66","93900"
"2021-07-08 12:57:00","431.65","431.72","431.61","431.63","65800"
"2021-07-08 12:58:00","431.61","431.67","431.56","431.66","67700"
"2021-07-08 12:59:00","431.66","431.7","431.54","431.55","83100"
"2021-07-08 13:00:00","431.55","431.64","431.45","431.45","94500"
"2021-07-08 13:01:00","431.45","431.54","431.41","431.49","76100"
"2021-07-08 13:02:00","431.48","431.63","431.48","431.55","93500"
"2021-07-08 13:03:00","431.55","431.6","431.54","431.57","51600"
"2021-07-08 13:04:00","431.56","431.57","431.38","431.39","66700"
"2021-07-08 13:05:00","431.39","431.52","431.37","431.48","94800"
"2021-07-08 13:06:00","431.47","431.5","431.43","431.48","36500"
"2021-07-08 13:07:00","431.48","431.51","431.37","431.45","53800"
"2021-07-08 13:08:00","431.45","431.51","431.41","431.42","47700"
"2021-07-08 13:09:00","431.41","431.48","431.31","431.34","82400"
"2021-07-08 13:10:00","431.35","431.41","431.21","431.28","130400"
"2021-07-08 13:11:00","431.28","431.28","430.95","431.03","154400"
"2021-07-08 13:12:00","431.03","431.05","430.93","430.97","148000"
"2021-07-08 13:13:00","430.96","431.01","430.87","430.93","89800"
"2021-07-08 13:14:00","430.94","431.0","430.87","430.92","111500"
"2021-07-08 13:15:00","430.93","430.97","430.86","430.92","125000"
"2021-07-08 13:16:00","430.94","431.11","430.94","431.09","125600"
"2021-07-08 13:17:00","431.08","431.2","430.97","431.14","92000"
"2021-07-08 13:18:00","431.15","431.34","431.14","431.28","92600"
"2021-07-08 13:19:00","431.28","431.29","431.09","431.11","107300"
"2021-07-08 13:20:00","431.11","431.11","430.9","430.97","142700"
"2021-07-08 13:21:00","430.99","431.05","430.92","431.01","91900"
"2021-07-08 13:22:00","431.0","431.07","430.95","430.98","127500"
"2021-07-08 13:23:00","430.98","431.08","430.94","430.96","52700"
"2021-07-08 13:24:00","430.96","431.06","430.91","430.94","117100"
"2021-07-08 13:25:00","430.93","431.3","430.93","431.24","130800"
"2021-07-08 13:26:00","431.24","431.33","431.19","431.27","74900"
"2021-07-08 13:27:00","431.26","431.32","431.24","431.26","43600"
"2021-07-08 13:28:00","431.26","431.35","431.19","431.33","138700"
"2021-07-08 13:29:00","431.34","431.42","431.34","431.41","81500"
"2021-07-08 13:30:00","431.41","431.52","431.35","431.5","111200"
"2021-07-08 13:31:00","431.5","431.58","431.35","431.39","122200"
"2021-07-08 13:32:00","431.4","431.47","431.36","431.41","53900"
"2021-07-08 13:33:00","431.4","431.44","431.23","431.29","93800"
"2021-07-08 13:34:00","431.28","431.39","431.24","431.37","73200"
"2021-07-08 13:35:00","431.38","431.41","431.27","431.29","53700"
"2021-07-08 13:36:00","431.3","431.52","431.3","431.45","106500"
"2021-07-08 13:37:00","431.45","431.49","431.41","431.48","67600"
"2021-07-08 13:38:00","431.47","431.57","431.43","431.5","84600"
"2021-07-08 13:39:00","431.49","431.53","431.46","431.46","57900"
"2021-07-08 13:40:00","431.45","431.49","431.44","431.47","61100"
"2021-07-08 13:41:00","431.48","431.52","431.35","431.4","56900"
"2021-07-08 13:42:00","431.39","431.55","431.36","431.55","66800"
"2021-07-08 13:43:00","431.54","431.58","431.47","431.53","44500"
"2021-07-08 13:44:00","431.53","431.54","431.4","431.44","78800"
"2021-07-08 13:45:00","431.45","431.48","431.33","431.35","35800"
"2021-07-08 13:46:00","431.34","431.39","431.24","431.26","99300"
"2021-07-08 13:47:00","431.25","431.42","431.23","431.35","62800"
"2021-07-08 13:48:00","431.35","431.37","431.19","431.2","50500"
"2021-07-08 13:49:00","431.21","431.27","431.09","431.13","57700"
"2021-07-08 13:50:00","431.13","431.18","431.08","431.14","48500"
"2021-07-08 13:51:00","431.15","431.27","431.14","431.19","79700"
"2021-07-08 13:52:00","431.19","431.22","431.0","431.07","102300"
"2021-07-08 13:53:00","431.08","431.13","431.01","431.07","67900"
"2021-07-08 13:54:00","431.07","431.08","430.98","431.01","58400"
"2021-07-08 13:55:00","431.0","431.01","430.87","430.93","223700"
"2021-07-08 13:56:00","430.91","431.13","430.89","431.09","120400"
"2021-07-08 13:57:00","431.09","431.17","431.03","431.06","66800"
"2021-07-08 13:58:00","431.07","431.11","430.93","431.01","49500"
"2021-07-08 13:59:00","431.02","431.03","430.94","430.98","52200"
"2021-07-08 14:00:00","430.99","431.04","430.79","430.81","91600"
"2021-07-08 14:01:00","430.81","430.83","430.69","430.75","76200"
"2021-07-08 14:02:00","430.73","430.95","430.7","430.93","71500"
"2021-07-08 14:03:00","430.94","431.0","430.77","430.8","70900"
"2021-07-08 14:04:00","430.81","430.9","430.78","430.88","48100"
"2021-07-08 14:05:00","430.86","430.89","430.76","430.86","60000"
"2021-07-08 14:06:00","430.86","430.88","430.79","430.85","53300"
"2021-07-08 14:07:00","430.85","430.85","430.75","430.76","79200"
"2021-07-08 14:08:00","430.76","430.77","430.64","430.73","90500"
"2021-07-08 14:09:00","430.73","430.74","430.59","430.64","82100"
"2021-07-08 14:10:00","430.66","430.73","430.62","430.69","71200"
"2021-07-08 14:11:00","430.7","430.73","430.61","430.66","37500"
"2021-07-08 14:12:00","430.66","430.79","430.64","430.78","110300"
"2021-07-08 14:13:00","430.78","430.94","430.78","430.87","248800"
"2021-07-08 14:14:00","430.86","430.87","430.75","430.85","41200"
"2021-07-08 14:15:00","430.87","430.98","430.84","430.84","77800"
"2021-07-08 14:16:00","430.84","430.84","430.58","430.59","137900"
"2021-07-08 14:17:00","430.6","430.61","430.39","430.42","159000"
"2021-07-08 14:18:00","430.43","430.48","430.23","430.25","191500"
"2021-07-08 14:19:00","430.25","430.39","430.24","430.33","69100"
"2021-07-08 14:20:00","430.32","430.33","430.15","430.26","163000"
"2021-07-08 14:21:00","430.25","430.42","430.24","430.35","170900"
"2021-07-08 14:22:00","430.34","430.34","430.19","430.26","137500"
"2021-07-08 14:23:00","430.26","430.27","430.12","430.15","112500"
"2021-07-08 14:24:00","430.14","430.24","430.13","430.17","109500"
"2021-07-08 14:25:00","430.18","430.23","430.07","430.11","95100"
"2021-07-08 14:26:00","430.1","430.32","430.1","430.21","96800"
"2021-07-08 14:27:00","430.21","430.27","430.1","430.11","116600"
"2021-07-08 14:28:00","430.11","430.17","430.01","430.03","124300"
"2021-07-08 14:29:00","430.02","430.17","430.01","430.17","101300"
"2021-07-08 14:30:00","430.18","430.18","429.96","429.98","163700"
"2021-07-08 14:31:00","429.98","430.26","429.94","430.14","142500"
"2021-07-08 14:32:00","430.13","430.23","430.04","430.05","182300"
"2021-07-08 14:33:00","430.06","430.25","430.04","430.25","72000"
"2021-07-08 14:34:00","430.24","430.37","430.14","430.37","202000"
"2021-07-08 14:35:00","430.36","430.37","430.26","430.28","94500"
"2021-07-08 14:36:00","430.29","430.39","430.25","430.34","142300"
"2021-07-08 14:37:00","430.33","430.33","430.16","430.21","116300"
"2021-07-08 14:38:00","430.22","430.3","430.18","430.2","67300"
"2021-07-08 14:39:00","430.2","430.28","430.19","430.23","50200"
"2021-07-08 14:40:00","430.23","430.28","430.14","430.22","162500"
"2021-07-08 14:41:00","430.22","430.35","430.2","430.26","57900"
"2021-07-08 14:42:00","430.26","430.3","430.19","430.3","61300"
"2021-07-08 14:43:00","430.3","430.33","430.23","430.27","56500"
"2021-07-08 14:44:00","430.27","430.27","430.15","430.21","113000"
"2021-07-08 14:45:00","430.21","430.27","430.11","430.22","55700"
"2021-07-08 14:46:00","430.22","430.22","430.04","430.05","105200"
"2021-07-08 14:47:00","430.05","430.16","430.05","430.11","83500"
"2021-07-08 14:48:00","430.11","430.11","429.85","429.85","171900"
"2021-07-08 14:49:00","429.86","430.09","429.84","429.87","135200"
"2021-07-08 14:50:00","429.87","429.96","429.83","429.88","111700"
"2021-07-08 14:51:00","429.88","429.97","429.85","429.94","108400"
"2021-07-08 14:52:00","429.94","430.15","429.94","430.07","71900"
"2021-07-08 14:53:00","430.08","430.08","429.92","429.96","79900"
"2021-07-08 14:54:00","429.97","430.02","429.92","429.92","138800"
"2021-07-08 14:55:00","429.93","430.15","429.9","430.12","127100"
"2021-07-08 14:56:00","430.12","430.33","430.11","430.33","119700"
"2021-07-08 14:57:00","430.32","430.48","430.25","430.48","181800"
"2021-07-08 14:58:00","430.47","430.5","430.27","430.29","82500"
"2021-07-08 14:59:00","430.29","430.29","430.14","430.27","95700"
"2021-07-08 15:00:00","430.26","430.49","430.22","430.48","118000"
"2021-07-08 15:01:00","430.48","430.56","430.45","430.51","234200"
"2021-07-08 15:02:00","430.51","430.61","430.5","430.56","108800"
"2021-07-08 15:03:00","430.54","430.58","430.24","430.29","140000"
"2021-07-08 15:04:00","430.29","430.47","430.28","430.44","118200"
"2021-07-08 15:05:00","430.44","430.53","430.33","430.52","136700"
"2021-07-08 15:06:00","430.53","430.53","430.42","430.45","218200"
"2021-07-08 15:07:00","430.44","430.48","430.37","430.41","65700"
"2021-07-08 15:08:00","430.42","430.42","430.19","430.21","90600"
"2021-07-08 15:09:00","430.22","430.33","430.22","430.28","85100"
"2021-07-08 15:10:00","430.29","430.36","430.05","430.33","127200"
"2021-07-08 15:11:00","430.32","430.38","430.22","430.3","132600"
"2021-07-08 15:12:00","430.29","430.36","430.14","430.34","140200"
"2021-07-08 15:13:00","430.34","430.36","430.1","430.1","137600"
"2021-07-08 15:14:00","430.11","430.16","429.93","429.97","115600"
"2021-07-08 15:15:00","429.97","430.01","429.84","429.88","194300"
"2021-07-08 15:16:00","429.86","429.9","429.61","429.64","333100"
"2021-07-08 15:17:00","429.63","429.87","429.58","429.85","268500"
"2021-07-08 15:18:00","429.85","429.87","429.7","429.74","174400"
"2021-07-08 15:19:00","429.73","429.9","429.71","429.9","91100"
"2021-07-08 15:20:00","429.9","430.01","429.79","429.9","295500"
"2021-07-08 15:21:00","429.9","430.34","429.86","430.16","364500"
"2021-07-08 15:22:00","430.17","430.37","430.06","430.36","166000"
"2021-07-08 15:23:00","430.36","430.37","430.18","430.29","166100"
"2021-07-08 15:24:00","430.29","430.4","430.23","430.28","128300"
"2021-07-08 15:25:00","430.27","430.27","430.01","430.14","143600"
"2021-07-08 15:26:00","430.15","430.29","430.05","430.17","134900"
"2021-07-08 15:27:00","430.15","430.28","430.15","430.27","133400"
"2021-07-08 15:28:00","430.27","430.38","430.23","430.26","118300"
"2021-07-08 15:29:00","430.27","430.27","430.11","430.16","82900"
"2021-07-08 15:30:00","430.17","430.37","430.13","430.18","268500"
"2021-07-08 15:31:00","430.17","430.45","430.13","430.26","348100"
"2021-07-08 15:32:00","430.27","430.35","430.12","430.23","241600"
"2021-07-08 15:33:00","430.24","430.51","430.24","430.48","202300"
"2021-07-08 15:34:00","430.49","430.53","430.31","430.32","139500"
"2021-07-08 15:35:00","430.33","430.39","430.24","430.25","216200"
"2021-07-08 15:36:00","430.25","430.52","430.18","430.51","206300"
"2021-07-08 15:37:00","430.51","430.59","430.46","430.57","247700"
"2021-07-08 15:38:00","430.58","430.75","430.55","430.69","250400"
"2021-07-08 15:39:00","430.69","430.71","430.45","430.52","190400"
"2021-07-08 15:40:00","430.53","430.56","430.06","430.17","364300"
"2021-07-08 15:41:00","430.17","430.34","430.16","430.24","251400"
"2021-07-08 15:42:00","430.23","430.33","429.96","429.96","279000"
"2021-07-08 15:43:00","429.96","430.15","429.8","430.0","670300"
"2021-07-08 15:44:00","430.0","430.07","429.94","430.02","352200"
"2021-07-08 15:45:00","430.02","430.03","429.88","429.93","211400"
"2021-07-08 15:46:00","429.93","429.94","429.79","429.79","229800"
"2021-07-08 15:47:00","429.78","429.95","429.65","429.71","324500"
"2021-07-08 15:48:00","429.71","429.77","429.57","429.62","341300"
"2021-07-08 15:49:00","429.62","429.71","429.42","429.45","511700"
"2021-07-08 15:50:00","429.45","429.69","429.14","429.66","752100"
"2021-07-08 15:51:00","429.66","430.02","429.57","429.91","525500"
"2021-07-08 15:52:00","429.91","430.13","429.9","430.0","434000"
"2021-07-08 15:53:00","430.0","430.3","429.99","430.2","435400"
"2021-07-08 15:54:00","430.21","430.31","430.02","430.07","722400"
"2021-07-08 15:55:00","430.07","430.44","430.07","430.41","810500"
"2021-07-08 15:56:00","430.41","430.46","430.33","430.45","611200"
"2021-07-08 15:57:00","430.44","430.47","430.34","430.35","500100"
"2021-07-08 15:58:00","430.35","430.52","430.33","430.44","965100"
"2021-07-08 15:59:00","430.44","430.98","430.35","430.94","2523500"
"2021-07-09 09:30:00","432.53","432.64","432.36","432.45","556000"
"2021-07-09 09:31:00","432.44","432.65","432.31","432.65","321800"
"2021-07-09 09:32:00","432.65","432.76","432.62","432.75","276100"
"2021-07-09 09:33:00","432.76","432.86","432.65","432.85","235800"
"2021-07-09 09:34:00","432.84","432.88","432.59","432.62","250500"
"2021-07-09 09:35:00","432.61","432.75","432.37","432.75","188400"
"2021-07-09 09:36:00","432.74","432.74","432.54","432.55","124500"
"2021-07-09 09:37:00","432.54","432.69","432.48","432.61","230800"
"2021-07-09 09:38:00","432.6","432.76","432.5","432.74","146400"
"2021-07-09 09:39:00","432.74","432.88","432.69","432.69","129200"
"2021-07-09 09:40:00","432.68","432.83","432.6","432.83","131400"
"2021-07-09 09:41:00","432.83","432.97","432.83","432.97","159400"
"2021-07-09 09:42:00","432.97","433.07","432.93","433.04","232600"
"2021-07-09 09:43:00","433.04","433.2","433.0","433.19","186300"
"2021-07-09 09:44:00","433.19","433.38","433.19","433.35","230000"
"2021-07-09 09:45:00","433.36","433.41","433.13","433.19","183800"
"2021-07-09 09:46:00","433.17","433.3","433.15","433.22","185400"
"2021-07-09 09:47:00","433.22","433.28","433.17","433.21","152700"
"2021-07-09 09:48:00","433.21","433.27","433.13","433.22","281600"
"2021-07-09 09:49:00","433.21","433.37","433.19","433.31","195400"
